period,window,training_observations,intercept,trend_gwh_per_year,month_february,month_march,month_april,month_may,month_june,month_july,month_august,month_september,month_october,month_november,month_december,heating_gwh_per_degree,cooling_gwh_per_degree
2021-10-01,expanding,249,6076.295785,254.507669,-627.24344,442.003492,-216.882242,8.432369,51.634297,414.04151,120.055557,-364.792225,89.293061,113.277049,389.992699,146.748109,401.503926
2021-10-01,recent_60m,60,12269.5659,-73.982043,-1030.890344,-215.206384,-1283.254699,-1052.523321,-946.638549,-392.998037,-853.511602,-1312.137467,-952.874322,-762.800408,-134.370506,273.274237,334.475391
2021-11-01,expanding,250,6082.026842,253.399631,-625.774518,446.719793,-211.528653,9.505563,48.507259,409.769517,118.427161,-363.106807,47.544345,118.637643,393.180152,148.372968,403.095353
2021-11-01,recent_60m,60,12134.935331,-67.217096,-1028.793086,-205.985526,-1272.158333,-1011.614771,-869.404337,-301.835304,-782.147805,-1275.855361,-757.164003,-749.328814,-128.041252,260.099449,338.17123
2021-12-01,expanding,251,6078.256894,252.353904,-622.026165,458.946543,-196.987067,25.361875,65.633956,427.324417,135.365952,-346.968868,62.703023,89.47742,400.865418,147.925078,407.327965
2021-12-01,recent_60m,60,12062.488172,-62.168226,-1033.027444,-221.657745,-1291.747108,-1024.753414,-874.470219,-303.985191,-789.147186,-1291.222972,-778.473129,-616.631437,-135.883354,257.066056,332.874537
2022-01-01,expanding,252,6111.682751,251.892236,-629.4014,434.618046,-225.607569,-2.724964,38.110857,399.991193,107.759012,-374.931538,34.305424,62.889555,362.319222,147.726249,398.757206
2022-01-01,recent_60m,60,11507.156631,-50.719967,-961.720182,57.450315,-947.353559,-663.486797,-494.898696,82.198317,-413.959855,-935.010515,-435.732996,-290.959587,219.149208,250.187868,433.237431
2022-02-01,expanding,253,6111.654568,251.8836,-629.086528,434.775115,-225.489878,-2.596929,38.249415,400.133296,107.896008,-374.80118,34.427666,63.028432,362.578648,147.722538,398.677246
2022-02-01,recent_60m,60,11104.7406,-30.288475,-1029.121805,63.970785,-918.539409,-607.414755,-406.158237,182.739061,-333.043778,-887.958537,-412.724819,-278.426772,167.443575,237.912496,469.595469
2022-03-01,expanding,254,6077.152911,250.952471,-648.467652,472.050784,-181.441255,42.663806,84.638755,446.903174,154.118818,-329.289536,79.069673,104.826205,384.934232,147.324701,411.702425
2022-03-01,recent_60m,60,11104.687506,-23.251692,-941.264991,-38.425793,-1046.160998,-726.645553,-514.137747,78.823671,-443.718074,-1010.295923,-543.343101,-405.673403,103.82026,233.684751,432.264239
2022-04-01,expanding,255,6062.122103,249.790761,-640.665104,451.024206,-154.459916,71.120506,114.505824,477.245674,183.777421,-300.519922,106.752238,130.725833,398.927113,146.827481,419.712171
2022-04-01,recent_60m,60,10894.847348,-10.89368,-951.080353,-51.561616,-1061.715092,-726.291956,-494.02462,106.074214,-428.337534,-1015.398123,-562.988221,-427.59962,92.857151,226.259978,425.291598
2022-05-01,expanding,256,6068.74949,248.620916,-638.966972,456.059155,-197.166801,74.997087,117.015824,479.431157,186.930551,-296.170553,112.518598,136.415244,402.220619,147.381672,421.375964
2022-05-01,recent_60m,60,10628.382894,2.711627,-949.411291,-47.200232,-975.58251,-690.457572,-436.436374,171.520256,-375.959535,-985.570189,-549.171027,-417.679875,97.817024,218.085822,427.516073
2022-06-01,expanding,257,6070.997499,248.237262,-638.43116,457.646592,-194.843489,69.935811,134.63478,499.279045,202.280338,-286.508917,115.342838,138.211258,403.26375,144.496538,421.899682
2022-06-01,recent_60m,60,10305.702877,19.059799,-946.52739,-39.882213,-967.672217,-703.634838,-624.912562,-63.629082,-552.331428,-1055.382335,-545.376738,-403.362248,104.975837,259.277461,430.886111
2022-07-01,expanding,258,6067.663761,248.806085,-639.225373,455.293609,-198.448622,51.594888,125.400135,463.371425,174.66678,-303.637111,110.816174,135.549089,401.717517,149.80909,421.123409
2022-07-01,recent_60m,60,10005.444188,34.272024,-943.843876,-33.072684,-960.311567,-857.842117,-781.312944,-410.329766,-814.22262,-1164.073949,-548.03435,-390.039476,111.637223,318.234431,434.021984
2022-08-01,expanding,259,6067.965545,248.754506,-639.153211,455.507408,-198.233576,51.152185,124.324784,459.885996,173.78652,-304.037986,110.990134,135.790966,401.857979,150.048715,421.193949
2022-08-01,recent_60m,60,9686.366124,50.437708,-940.992167,-25.836353,-952.489573,-803.750296,-676.822328,-211.849522,-712.693431,-1109.694046,-526.818345,-375.881671,118.716126,300.752697,437.354404
2022-09-01,expanding,260,6070.840781,248.263246,-638.466187,457.542896,-195.978585,50.829164,121.521332,456.511616,150.399764,-304.243277,113.084267,138.093798,403.195315,150.997279,421.865524
2022-09-01,recent_60m,60,9347.616343,67.600035,-937.964646,-18.15389,-944.18534,-864.689087,-813.064628,-366.492913,-841.453243,-1144.216965,-517.349351,-360.851012,126.231455,325.709898,440.892273
2022-10-01,expanding,261,6077.795218,247.074922,-636.804159,462.467099,-190.649226,47.688632,110.232688,443.320645,142.113128,-359.164234,117.884877,143.664737,406.430527,154.099934,423.490188
2022-10-01,recent_60m,60,9203.060309,74.923782,-936.672699,-14.875522,-940.641641,-856.937224,-800.7123,-353.553827,-831.448194,-1220.958475,-509.585465,-354.43692,129.438501,323.9495,442.402002
2022-11-01,expanding,262,6085.804067,245.706602,-634.890675,468.13629,-184.287878,48.303551,105.317929,437.150341,139.345232,-357.597245,63.319116,150.078541,410.155267,156.223151,425.360638
2022-11-01,recent_60m,60,9101.686114,80.059777,-935.766684,-12.57647,-938.156518,-864.861161,-819.949023,-375.719109,-849.187449,-1228.461581,-586.88027,-349.938848,131.687538,327.626793,443.460744
2022-12-01,expanding,263,6113.073849,245.067458,-640.655545,450.650146,-204.62319,28.636163,86.32131,418.356835,120.245189,-377.10585,43.31256,99.649565,400.221882,155.99084,419.312969
2022-12-01,recent_60m,60,8762.391632,93.274788,-905.822209,58.646634,-853.743776,-772.801434,-720.006678,-274.814152,-753.390063,-1142.56721,-507.671716,-256.274281,175.168668,324.591702,468.100209
2023-01-01,expanding,264,6119.77966,244.973376,-642.265884,445.772834,-210.304631,23.049653,80.83374,412.899213,114.742327,-382.669006,37.675925,94.430526,392.347706,155.956567,417.630951
2023-01-01,recent_60m,60,8348.547928,109.471444,-869.826925,144.271093,-752.27848,-661.974993,-599.519098,-153.146772,-637.982653,-1039.297188,-412.596005,-173.74148,288.724823,320.871817,497.739102
2023-02-01,expanding,265,6118.897665,245.003933,-643.250452,446.018374,-209.755734,23.568089,81.320019,413.37576,115.23358,-382.158153,38.210663,94.807931,391.759331,155.967706,418.26407
2023-02-01,recent_60m,60,8168.208119,117.304814,-890.598615,161.120099,-723.176082,-628.186811,-561.058391,-114.115465,-601.978925,-1009.163601,-386.425524,-156.329195,270.326133,319.072727,519.991124
2023-03-01,expanding,266,6143.956655,244.595761,-670.129266,428.224929,-230.376755,3.364743,61.545573,393.731156,95.392905,-402.260144,17.790195,75.859077,381.876748,155.819147,412.327299
2023-03-01,recent_60m,60,7915.75638,134.002365,-979.679869,106.610183,-791.716389,-688.123408,-611.035069,-162.875856,-657.192881,-1076.890305,-462.599954,-227.636539,232.05751,315.237801,498.199869
2023-04-01,expanding,267,6159.200289,244.576152,-674.364187,411.848224,-245.388704,-11.644479,46.557995,378.750068,80.401792,-417.264588,2.769523,61.92204,374.540377,155.811619,407.989852
2023-04-01,recent_60m,60,7379.970658,148.53857,-893.088389,195.963632,-537.063095,-424.290174,-338.531139,110.686924,-389.24831,-819.83882,-212.902714,-2.430538,352.523451,311.899271,563.724369
2023-05-01,expanding,268,6164.349093,243.235328,-671.546023,419.757639,-292.502047,-4.335673,52.096007,383.942978,86.803318,-409.343406,12.482867,71.276524,379.790952,156.519845,410.760734
2023-05-01,recent_60m,60,6896.542015,176.65789,-923.721347,144.831334,-849.735198,-466.935523,-364.403602,86.862735,-423.940551,-875.60301,-282.893201,-69.523771,316.44343,305.441108,542.612667
2023-06-01,expanding,269,6168.292478,242.245134,-669.504571,425.485822,-286.431402,-63.177443,17.148096,344.242193,58.79496,-422.367143,17.328084,78.053941,383.599566,164.016045,412.766321
2023-06-01,recent_60m,60,6535.937216,197.139436,-942.993646,112.578857,-903.881691,-812.022501,-669.758816,-252.316904,-702.480998,-1018.878007,-340.968464,-110.679369,294.292601,352.672917,529.504082
2023-07-01,expanding,270,6169.575056,241.923216,-668.841042,427.347637,-284.295203,-64.653276,-2.302592,338.149119,54.807216,-423.660161,19.24617,80.256797,384.837494,165.358077,413.418187
2023-07-01,recent_60m,60,6372.729511,206.409268,-951.71618,97.981567,-928.38809,-784.670455,-628.693498,-148.590957,-624.698852,-997.168962,-355.119193,-129.30616,284.26726,333.60374,523.57121
2023-08-01,expanding,271,6170.693259,241.642453,-668.262224,428.971761,-282.550029,-68.213463,-11.107915,315.070043,47.61736,-426.920966,20.670363,82.178414,385.917362,167.322737,413.986835
2023-08-01,recent_60m,60,6208.078961,215.761051,-960.515826,83.255229,-953.111138,-757.828363,-554.45865,-149.065879,-547.601851,-975.850886,-369.476736,-148.097623,274.15329,314.638357,517.585888
2023-09-01,expanding,272,6172.767796,241.121722,-667.188862,431.98354,-279.13825,-71.443463,-20.905603,303.77322,16.004367,-429.803365,23.680847,85.741877,387.919899,169.788039,415.041331
2023-09-01,recent_60m,60,5950.152173,230.410715,-974.300563,60.186269,-991.840049,-739.458941,-483.639522,-66.36688,-587.877181,-960.815697,-394.541777,-177.534644,258.309652,293.508235,508.20982
2023-10-01,expanding,273,6175.753274,240.373025,-665.646381,436.311605,-273.434837,-60.705725,-5.198523,320.687605,30.17491,-451.961778,29.692104,90.862792,390.797756,167.958215,416.556669
2023-10-01,recent_60m,60,5662.986348,246.721091,-989.647961,34.50217,-1034.959337,-962.509977,-872.388261,-496.58894,-939.230193,-1324.729265,-448.915938,-210.308698,240.66995,358.208434,497.770865
2023-11-01,expanding,274,6180.358438,239.217594,-663.265317,442.992682,-265.269628,-56.405287,-4.726324,320.340401,32.168386,-447.038287,-14.810824,98.767717,395.240104,169.421687,418.895858
2023-11-01,recent_60m,60,5663.324991,246.701856,-989.629863,34.532458,-1034.908489,-978.075542,-902.325326,-530.032798,-965.655657,-1339.609375,-572.738067,-210.270049,240.690752,363.867135,497.783175
2023-12-01,expanding,275,6177.445783,238.521424,-660.227345,451.571446,-254.471906,-44.326709,8.605621,334.009265,45.211655,-434.800116,-3.584444,78.734466,400.696266,168.975935,421.946784
2023-12-01,recent_60m,60,5586.397418,250.532605,-989.837092,34.07788,-1035.55358,-981.514684,-908.36125,-536.943889,-971.774101,-1344.217832,-575.531668,-258.747669,241.1621,364.76381,497.866757
2024-01-01,expanding,276,6161.810837,237.811966,-653.560493,470.454878,-230.817334,-19.351828,34.856912,360.603701,71.169058,-409.662542,20.522814,101.146927,384.318758,168.522003,428.711876
2024-01-01,recent_60m,60,5455.675526,252.21245,-955.17828,90.930262,-938.848536,-886.034875,-814.020171,-442.986585,-877.469209,-1249.250786,-479.768779,-171.85208,163.96837,365.157016,523.836009
2024-02-01,expanding,277,6157.338722,237.65534,-646.761662,476.840034,-224.567188,-12.817303,41.673644,367.496286,77.920768,-403.092126,26.865396,107.529233,391.068967,168.421634,428.474421
2024-02-01,recent_60m,60,5375.133057,252.516125,-890.837017,158.866246,-864.455484,-811.863316,-740.054468,-369.090258,-803.510047,-1175.171923,-405.546047,-99.067346,229.656118,365.228098,528.045343
2024-03-01,expanding,278,6156.598596,237.663471,-646.082652,477.360942,-223.920125,-12.184291,42.291963,368.110658,78.542477,-402.460974,27.508413,108.12869,391.389968,168.42686,428.660301
2024-03-01,recent_60m,60,4965.602593,268.867351,-930.241426,212.524344,-786.037364,-745.371363,-684.646658,-317.418025,-748.454466,-1113.671093,-336.298658,-35.954773,262.908678,369.055476,545.008086
2024-04-01,expanding,279,6173.499119,237.031182,-648.563324,438.967194,-233.634965,-20.758541,34.857402,360.982411,70.845278,-410.890357,18.15889,99.372184,386.822735,168.021514,425.89223
2024-04-01,recent_60m,60,4976.066976,267.18804,-923.360654,182.903029,-762.495685,-720.604837,-658.741762,-291.129477,-722.513396,-1088.391966,-311.815122,-13.595649,274.724168,368.662395,551.367359
2024-05-01,expanding,280,6178.887288,235.672801,-645.757852,447.319808,-283.372274,-11.779765,42.986308,368.999808,79.526642,-401.400404,28.62396,109.354741,392.52243,168.380646,428.833935
2024-05-01,recent_60m,60,4872.558801,272.384447,-925.320191,179.012756,-950.041092,-726.114038,-667.773496,-301.348374,-731.657068,-1095.487342,-316.448648,-17.856327,272.449819,369.878733,549.927262
2024-06-01,expanding,281,6180.340271,235.320133,-645.043715,449.445391,-279.990778,-9.042435,72.496162,401.578989,104.684183,-385.620997,32.772369,111.896076,393.97507,163.522152,429.582123
2024-06-01,recent_60m,60,4698.406683,281.127383,-928.617105,172.467387,-961.676364,-926.881099,-731.250623,-372.470897,-789.674534,-1131.474824,-326.613053,-25.024904,268.623235,381.034891,547.504303
2024-07-01,expanding,282,6184.050719,234.416707,-643.211253,454.899732,-274.837523,-38.255705,-32.596764,332.920394,54.826959,-411.759747,36.014036,118.417046,397.702132,175.732624,431.502097
2024-07-01,recent_60m,60,4671.270061,282.489719,-929.130835,171.447479,-963.489388,-1161.856731,-1260.30216,-776.668763,-1109.488601,-1312.390688,-345.462091,-26.141921,268.026971,449.177896,547.126754
2024-08-01,expanding,283,6184.445961,234.320704,-643.016775,455.478588,-274.003944,-35.405179,-27.965435,333.943433,58.843666,-409.113214,36.960358,119.109117,398.097714,175.020869,431.705852
2024-08-01,recent_60m,60,4900.568773,270.978266,-924.789928,180.065489,-948.169718,-1025.079811,-1056.327307,-679.028667,-936.951285,-1210.770061,-326.737484,-16.703361,273.065272,413.944574,550.316961
2024-09-01,expanding,284,6186.448645,233.834086,-642.030822,458.413239,-269.992846,-25.415379,-12.696522,350.864567,50.640351,-399.760027,41.306401,122.617732,400.103189,172.917662,432.738842
2024-09-01,recent_60m,60,4961.874624,267.900537,-923.629333,182.36962,-944.073815,-963.755806,-963.429089,-571.880941,-959.784726,-1164.491404,-319.849269,-14.179844,274.412325,397.286204,551.169902
2024-10-01,expanding,285,6190.612934,232.820443,-639.97511,464.532072,-263.857811,-50.839954,-65.980806,289.067587,6.398447,-472.675144,45.686661,129.93316,404.28436,184.136845,434.892714
2024-10-01,recent_60m,60,4840.513739,273.993201,-925.926844,177.808368,-952.182054,-1008.517582,-1028.568217,-646.40571,-1018.752411,-1328.449075,-327.659103,-19.17539,271.745704,407.855156,549.481422
2024-11-01,expanding,286,6194.512897,231.872213,-638.05322,470.252536,-256.790645,-46.968703,-64.929143,289.306498,8.528576,-468.093159,7.781929,136.772394,408.193494,185.300594,436.906323
2024-11-01,recent_60m,60,4691.691936,281.464483,-928.744224,172.215019,-962.124983,-1009.597676,-1025.056699,-641.187042,-1018.372101,-1335.125941,-514.454744,-25.301301,268.475694,405.081635,547.410881
2024-12-01,expanding,287,6202.79388,231.047607,-637.66827,471.34447,-255.314369,-44.047518,-60.725572,293.952178,12.484191,-465.062351,9.742459,98.229541,409.140081,184.813324,437.251853
2024-12-01,recent_60m,60,4776.425719,278.145019,-932.551334,164.677849,-976.320171,-1020.749369,-1034.410798,-649.584936,-1027.723095,-1346.077256,-526.860756,-184.293282,260.956226,404.272608,543.558304
2025-01-01,expanding,288,6175.010508,230.122598,-627.482944,502.008825,-216.630222,-3.700492,-18.942109,336.230937,53.990172,-424.592071,49.014108,134.706201,392.232449,184.267563,448.296598
2025-01-01,recent_60m,60,4919.26372,267.459791,-909.495536,210.371231,-892.097059,-926.72936,-934.604404,-546.700554,-927.906704,-1251.41224,-436.878353,-99.692121,218.338506,401.66838,564.469023
2025-02-01,expanding,289,6174.799461,230.107068,-626.794734,502.48411,-216.23491,-3.278453,-18.495894,336.685485,54.431709,-424.16797,49.418031,135.137286,392.831876,184.258376,448.180629
2025-02-01,recent_60m,60,4740.389892,270.665692,-817.242678,309.325619,-781.348638,-818.920313,-828.531453,-441.551095,-821.836752,-1143.796715,-327.857899,7.310006,314.888468,402.449729,571.169685
2025-03-01,expanding,290,6175.764064,230.094602,-627.768734,501.83119,-217.051007,-4.073641,-19.271649,335.916429,53.652191,-424.961507,48.608268,134.383495,392.413446,184.250991,447.948535
2025-03-01,recent_60m,60,4806.15774,265.864374,-731.770335,327.854734,-745.088479,-778.258001,-785.269077,-396.905651,-778.569884,-1102.844575,-289.009851,43.67501,337.018572,401.279541,580.797981
2025-04-01,expanding,291,6205.005164,229.159163,-632.239478,439.299376,-235.200336,-20.605637,-34.347813,321.342128,38.294399,-441.369294,30.985334,117.940717,383.438886,183.697793,442.818039
2025-04-01,recent_60m,60,5284.828261,239.540263,-700.943153,345.959658,-664.371638,-673.40554,-666.161287,-270.214936,-659.437468,-996.403076,-194.104431,132.953192,391.606592,394.863768,605.063663
2025-05-01,expanding,292,6210.7627,227.683391,-629.098887,448.966163,-291.112102,-10.094222,-24.717024,330.787134,48.489838,-430.229309,43.190158,129.547653,390.266094,184.100727,446.221615
2025-05-01,recent_60m,60,5877.302744,210.970485,-688.284187,372.845445,-603.583921,-632.577649,-609.861968,-205.685804,-603.111422,-953.850589,-164.072146,161.813313,409.607875,387.900676,613.773961
2025-06-01,expanding,293,6214.042915,226.8724,-627.402363,454.186799,-285.620358,-69.222719,-64.307567,284.805733,15.700443,-445.766423,47.421485,135.817996,393.95748,192.528902,448.058905
2025-06-01,recent_60m,60,6250.868264,192.95674,-680.302487,389.797404,-576.343625,-372.870377,-434.831634,-3.351825,-445.966536,-866.468606,-140.923959,180.010124,420.957999,357.183413,619.265957
2025-07-01,expanding,294,6215.196482,226.587771,-626.807532,456.017222,-282.967477,-60.052782,-61.504579,301.695644,28.952584,-437.284799,50.430627,138.016498,395.251815,190.177585,448.703065
2025-07-01,recent_60m,60,6713.043408,170.670141,-670.42753,410.770362,-542.641938,-240.318473,-167.781708,198.584298,-287.958712,-776.486721,-113.546044,202.523213,435.000368,327.061364,626.060652
2025-08-01,expanding,295,6216.030538,226.381735,-626.376698,457.342999,-281.353864,-59.918627,-62.77067,290.043826,28.076362,-437.037027,51.964453,139.60886,396.189267,190.720424,449.169639
2025-08-01,recent_60m,60,6911.445081,161.102992,-666.188428,419.773594,-528.174542,-265.258807,-222.390674,206.735613,-337.554839,-796.318013,-105.859986,212.187589,441.02845,339.547386,628.977465
2025-09-01,expanding,296,6218.893683,225.674432,-624.897668,461.894325,-275.84125,-60.025303,-68.195467,283.253681,-10.345445,-436.700306,57.173715,145.075354,399.407487,192.779717,450.771362
2025-09-01,recent_60m,60,7328.804663,140.977449,-657.271012,438.712875,-497.740794,-249.971246,-218.174087,211.584401,-232.414411,-789.64082,-86.324951,232.51766,453.709178,344.772018,635.113302
2025-10-01,expanding,297,6222.798819,224.709948,-622.881082,468.09983,-268.036648,-54.074097,-64.00129,287.041535,-5.38023,-477.427882,64.881205,152.52866,403.795404,193.483401,452.955225
2025-10-01,recent_60m,60,7620.593527,126.907066,-651.036574,451.953906,-476.463629,-272.899587,-274.315739,153.79677,-269.299928,-746.814877,-74.337787,246.731035,462.574664,358.864577,639.403053
2025-11-01,expanding,298,6226.904362,223.695923,-620.760869,474.624219,-259.886641,-48.993454,-61.828055,288.506768,-2.044232,-471.686611,23.071601,160.364969,408.408797,194.629235,455.251312
2025-11-01,recent_60m,60,7821.146431,117.236182,-646.751508,461.054758,-461.839365,-281.110057,-299.634327,127.815726,-284.196526,-743.578887,-8.868511,256.5002,468.668107,366.20639,642.351493
2025-12-01,expanding,299,6221.935168,222.654418,-616.263888,488.566188,-242.077972,-29.045433,-39.870559,311.060342,19.448232,-451.598746,41.523213,128.284192,417.921938,193.892891,460.225583
2025-12-01,recent_60m,60,8090.589102,104.417909,-642.103606,470.896621,-446.075466,-256.790207,-268.572333,160.410988,-253.788623,-717.590719,13.304525,286.353771,474.69867,363.880999,645.385148
2026-01-01,expanding,300,6282.485175,222.230903,-630.233293,444.91482,-297.335513,-83.50069,-93.505266,257.668928,-34.376711,-505.997507,-13.543977,76.897138,354.65781,193.592155,444.429623
2026-01-01,recent_60m,60,8528.531488,89.968035,-675.115217,399.654042,-562.50815,-363.577879,-367.759672,62.952082,-353.71331,-822.497716,-95.903221,186.469177,369.182202,361.259615,616.388734
2026-02-01,expanding,301,6279.192307,222.167921,-627.203757,448.683781,-293.266575,-79.302042,-89.185117,262.025118,-30.084679,-501.7904,-9.435802,80.906176,358.071571,193.547633,444.819868
2026-02-01,recent_60m,60,8916.894484,85.217674,-900.976219,147.724872,-845.175613,-643.074568,-644.75777,-213.477798,-630.95381,-1101.376137,-376.195504,-87.978765,134.047819,360.397842,596.929887
2026-03-01,expanding,302,6299.889208,221.509927,-665.239571,438.645499,-305.824941,-90.534303,-99.146559,252.440603,-40.340343,-512.934451,-21.614747,69.495535,352.206056,193.081938,441.252055
2026-03-01,recent_60m,60,9479.38336,65.542349,-870.048012,64.704937,-969.888509,-754.654565,-745.988956,-312.355505,-733.188988,-1210.395358,-491.070738,-193.631189,84.200721,356.828497,569.847029
2026-04-01,expanding,303,6317.867715,220.821208,-667.44652,395.218372,-315.28911,-98.606442,-105.88874,246.092895,-47.390418,-520.914239,-30.677573,60.988142,347.880615,192.594574,438.571751
2026-04-01,recent_60m,60,9416.323411,67.63345,-867.421013,59.66823,-953.35557,-739.517396,-731.951663,-298.56834,-719.04499,-1195.53035,-475.58335,-179.350101,90.93582,357.207848,573.532894
2026-05-01,expanding,304,6320.918661,220.019188,-665.694198,400.800082,-346.561345,-92.148217,-99.708283,252.248907,-40.961832,-514.151515,-23.539192,67.758936,351.648085,192.72655,440.566865
2026-05-01,recent_60m,60,9266.685062,74.125077,-867.900033,58.76888,-869.959997,-738.650772,-734.4995,-301.892678,-721.261572,-1195.508622,-473.629504,-177.960048,91.62188,358.385509,573.614406
2026-06-01,expanding,305,6322.676122,219.574629,-664.738915,403.842212,-342.062239,-94.831434,-71.178333,283.925574,-16.257149,-498.516147,-18.387606,71.450139,353.703742,188.230469,441.653782
2026-06-01,recent_60m,60,9429.81194,67.04829,-867.377834,59.749299,-868.551571,-664.433277,-788.215875,-356.758808,-763.361561,-1216.492934,-475.759471,-179.475402,90.873978,367.082943,573.525547
2026-07-01,expanding,306,6323.698041,219.315961,-664.182919,405.612807,-339.663646,-89.729164,-75.949697,292.01344,-9.625213,-493.782253,-15.84992,73.5985,354.900162,187.282707,442.286399
2026-07-01,recent_60m,60,9507.65392,63.671341,-867.128647,60.217141,-867.879488,-677.771187,-753.061413,-383.396842,-783.798667,-1226.670013,-476.775863,-180.198509,90.517089,371.31117,573.483144
2026-08-01,expanding,307,6324.221062,219.18347,-663.898037,406.520033,-338.569952,-90.152584,-77.751377,283.138516,-10.991702,-494.042113,-14.832976,74.699281,355.513174,187.823631,442.610546
2026-08-01,recent_60m,60,9497.378766,64.117098,-867.16154,60.155386,-867.968203,-668.661761,-737.814059,-280.291279,-771.404002,-1220.760802,-476.641699,-180.103059,90.564198,368.578836,573.488741
